Job ID,Job Role,Disability,Skills Required,Work Mode,Salary (INR),Workplace Accessibility,Workplace Location
259,Teacher,Learning Disability,"Recruitment, Employee Relations",Hybrid,379147,Braille Support,Ahmedabad
260,Content Writer,Neurological Disorder,"Communication, Problem-Solving",Remote,822462,Assistive Technology,Jaipur
261,Customer Support,Autism Spectrum Disorder,"Recruitment, Employee Relations",Remote,1259945,Braille Support,Ahmedabad
262,Data Analyst,Learning Disability,"SEO, Social Media Marketing",Remote,914015,Sign Language Interpreter,Jaipur
263,Teacher,Hearing Impairment,"Recruitment, Employee Relations",Remote,992696,Voice-to-Text Software,Pune
264,Content Writer,Motor Coordination Disorder,"Excel, Power BI",On-site,1227368,Sign Language Interpreter,Chennai
265,HR Executive,Motor Coordination Disorder,"Excel, Power BI",On-site,1433500,Assistive Technology,Lucknow
266,HR Executive,Chronic Illness,"Teaching, Curriculum Planning",Remote,575950,Assistive Technology,Bangalore
267,HR Executive,Neurological Disorder,"Python, SQL",On-site,1480461,Remote Work Possible,Chennai
268,Teacher,Autism Spectrum Disorder,"Python, SQL",Hybrid,1017471,Voice-to-Text Software,Bangalore
269,Graphic Designer,Visual Impairment,"Networking, Security",Hybrid,1242145,Sign Language Interpreter,Jaipur
270,Graphic Designer,Learning Disability,"SEO, Social Media Marketing",Hybrid,1131151,Braille Support,Pune
271,Project Manager,Hearing Impairment,"Python, SQL",Hybrid,828168,Sign Language Interpreter,Mumbai
272,Project Manager,Neurological Disorder,"Python, SQL",Hybrid,661458,Remote Work Possible,Mumbai
273,Data Analyst,Cognitive Impairment,"Writing, Editing",Remote,1161138,Quiet Workspace,Ahmedabad
274,Project Manager,Learning Disability,"Agile, Scrum",Remote,1200408,Quiet Workspace,Ahmedabad
275,Teacher,Cognitive Impairment,"Recruitment, Employee Relations",On-site,758096,Wheelchair Access,Pune
276,HR Executive,Mental Health Condition,"Adobe Photoshop, Illustrator",Remote,1176624,Braille Support,Pune
277,Content Writer,Learning Disability,"Communication, Problem-Solving",Remote,1038565,Voice-to-Text Software,Pune
278,Software Engineer,Attention Deficit Hyperactivity Disorder,"Agile, Scrum",Remote,675473,Voice-to-Text Software,Bangalore
279,Customer Support,Cognitive Impairment,"Communication, Problem-Solving",Hybrid,318976,Wheelchair Access,Lucknow
280,HR Executive,Motor Coordination Disorder,"Adobe Photoshop, Illustrator",On-site,503499,Flexible Hours,Ahmedabad
281,Marketing Manager,Hearing Impairment,"Communication, Problem-Solving",On-site,340434,Remote Work Possible,Chennai
282,Software Engineer,Learning Disability,"Excel, Power BI",Hybrid,1271479,Sign Language Interpreter,Jaipur
283,Content Writer,Motor Coordination Disorder,"Excel, Power BI",Remote,528599,Sign Language Interpreter,Jaipur
284,Customer Support,Chronic Pain Condition,"Excel, Power BI",Remote,770815,Flexible Hours,Ahmedabad
285,Project Manager,Hearing Impairment,"Writing, Editing",Remote,1287009,Braille Support,Kolkata
286,Project Manager,Mental Health Condition,"Agile, Scrum",On-site,790166,Quiet Workspace,Kolkata
287,Content Writer,Motor Coordination Disorder,"Recruitment, Employee Relations",Remote,541719,Voice-to-Text Software,Hyderabad
288,Data Analyst,Visual Impairment,"Excel, Power BI",Remote,1383929,Flexible Hours,Mumbai
289,Data Analyst,Speech Impairment,"Adobe Photoshop, Illustrator",Hybrid,540461,Voice-to-Text Software,Jaipur
290,Customer Support,Visual Impairment,"Excel, Power BI",Remote,603707,Voice-to-Text Software,Kolkata
291,Marketing Manager,Attention Deficit Hyperactivity Disorder,"Agile, Scrum",On-site,1372215,Voice-to-Text Software,Delhi
292,Customer Support,Neurological Disorder,"Agile, Scrum",Hybrid,725320,Wheelchair Access,Delhi
293,HR Executive,Chronic Pain Condition,"SEO, Social Media Marketing",Hybrid,584683,Quiet Workspace,Hyderabad
294,Project Manager,Autism Spectrum Disorder,"SEO, Social Media Marketing",Hybrid,1435946,Flexible Hours,Kolkata
295,HR Executive,Learning Disability,"Recruitment, Employee Relations",Remote,529922,Quiet Workspace,Bangalore
296,Graphic Designer,Autism Spectrum Disorder,"Teaching, Curriculum Planning",Remote,795915,Wheelchair Access,Jaipur
297,Graphic Designer,Chronic Pain Condition,"Excel, Power BI",On-site,349730,Flexible Hours,Pune
298,HR Executive,Visual Impairment,"Teaching, Curriculum Planning",Hybrid,636376,Quiet Workspace,Mumbai
299,Software Engineer,Chronic Illness,"Agile, Scrum",Hybrid,510642,Assistive Technology,Ahmedabad
300,Cybersecurity Analyst,Motor Coordination Disorder,"Agile, Scrum",On-site,1203426,Flexible Hours,Hyderabad
301,Cybersecurity Analyst,Autism Spectrum Disorder,"SEO, Social Media Marketing",On-site,1413186,Flexible Hours,Hyderabad
302,Graphic Designer,Hearing Impairment,"Adobe Photoshop, Illustrator",Remote,652808,Sign Language Interpreter,Ahmedabad
303,Graphic Designer,Motor Coordination Disorder,"Agile, Scrum",Hybrid,1121228,Wheelchair Access,Hyderabad
304,Data Analyst,Mental Health Condition,"Agile, Scrum",Hybrid,1446983,Sign Language Interpreter,Jaipur
305,Content Writer,Chronic Pain Condition,"Communication, Problem-Solving",Hybrid,1251699,Assistive Technology,Pune
306,Cybersecurity Analyst,Physical Disability,"Excel, Power BI",Hybrid,482866,Flexible Hours,Kolkata
307,Software Engineer,Mental Health Condition,"Networking, Security",Hybrid,934820,Remote Work Possible,Bangalore
308,Teacher,Chronic Pain Condition,"Networking, Security",On-site,1082268,Flexible Hours,Ahmedabad
309,Project Manager,Cognitive Impairment,"Excel, Power BI",On-site,442814,Assistive Technology,Mumbai
310,HR Executive,Attention Deficit Hyperactivity Disorder,"Writing, Editing",On-site,1232059,Quiet Workspace,Chennai
311,Software Engineer,Speech Impairment,"Communication, Problem-Solving",Remote,1494913,Braille Support,Lucknow
312,Content Writer,Chronic Pain Condition,"Adobe Photoshop, Illustrator",Hybrid,1317079,Remote Work Possible,Lucknow
313,Project Manager,Hearing Impairment,"Excel, Power BI",Hybrid,1132565,Wheelchair Access,Mumbai
314,Customer Support,Mental Health Condition,"Recruitment, Employee Relations",On-site,702804,Quiet Workspace,Lucknow
315,Graphic Designer,Neurological Disorder,"Teaching, Curriculum Planning",Remote,991437,Assistive Technology,Kolkata
316,Cybersecurity Analyst,Neurological Disorder,"Writing, Editing",Remote,1488508,Voice-to-Text Software,Lucknow
317,Content Writer,Chronic Pain Condition,"SEO, Social Media Marketing",Hybrid,1359644,Wheelchair Access,Hyderabad
318,Teacher,Autism Spectrum Disorder,"Agile, Scrum",Hybrid,745915,Assistive Technology,Ahmedabad
319,Software Engineer,Learning Disability,"Networking, Security",Hybrid,976085,Quiet Workspace,Lucknow
320,Customer Support,Chronic Pain Condition,"Teaching, Curriculum Planning",Remote,856249,Remote Work Possible,Delhi
321,Marketing Manager,Learning Disability,"Excel, Power BI",Remote,821564,Flexible Hours,Mumbai
322,Content Writer,Visual Impairment,"Adobe Photoshop, Illustrator",On-site,824438,Quiet Workspace,Delhi
323,Marketing Manager,Attention Deficit Hyperactivity Disorder,"Recruitment, Employee Relations",Remote,417981,Sign Language Interpreter,Bangalore
324,Teacher,Learning Disability,"SEO, Social Media Marketing",Hybrid,1150486,Assistive Technology,Jaipur
325,Marketing Manager,Learning Disability,"Teaching, Curriculum Planning",Hybrid,307011,Voice-to-Text Software,Bangalore
326,Content Writer,Visual Impairment,"Excel, Power BI",Remote,846827,Flexible Hours,Bangalore
327,Graphic Designer,Cognitive Impairment,"SEO, Social Media Marketing",On-site,813301,Braille Support,Kolkata
328,HR Executive,Motor Coordination Disorder,"Python, SQL",Hybrid,786610,Braille Support,Chennai
329,Customer Support,Mental Health Condition,"Adobe Photoshop, Illustrator",Remote,1336659,Quiet Workspace,Delhi
330,Project Manager,Visual Impairment,"Python, SQL",Remote,1355332,Remote Work Possible,Pune
331,Cybersecurity Analyst,Neurological Disorder,"Agile, Scrum",On-site,1248719,Wheelchair Access,Lucknow
332,Project Manager,Motor Coordination Disorder,"Excel, Power BI",Hybrid,1289532,Sign Language Interpreter,Mumbai
333,Customer Support,Speech Impairment,"Recruitment, Employee Relations",Hybrid,1455267,Assistive Technology,Ahmedabad
334,Software Engineer,Visual Impairment,"Python, SQL",Hybrid,308705,Wheelchair Access,Hyderabad
335,Project Manager,Chronic Illness,"Recruitment, Employee Relations",Remote,975183,Braille Support,Hyderabad
336,Project Manager,Learning Disability,"SEO, Social Media Marketing",On-site,590474,Wheelchair Access,Jaipur
337,Data Analyst,Visual Impairment,"Excel, Power BI",Remote,1136720,Remote Work Possible,Hyderabad
338,Graphic Designer,Visual Impairment,"Recruitment, Employee Relations",Remote,1405860,Flexible Hours,Delhi
339,Teacher,Attention Deficit Hyperactivity Disorder,"Writing, Editing",Remote,1451717,Wheelchair Access,Bangalore
340,Teacher,Neurological Disorder,"Adobe Photoshop, Illustrator",Remote,424633,Flexible Hours,Delhi
341,Software Engineer,Mental Health Condition,"Teaching, Curriculum Planning",Hybrid,396595,Flexible Hours,Bangalore
342,Data Analyst,Chronic Illness,"Excel, Power BI",On-site,993311,Sign Language Interpreter,Jaipur
343,Software Engineer,Physical Disability,"Communication, Problem-Solving",On-site,1462027,Remote Work Possible,Jaipur
344,Marketing Manager,Mental Health Condition,"SEO, Social Media Marketing",Remote,1022133,Quiet Workspace,Pune
345,Cybersecurity Analyst,Autism Spectrum Disorder,"Python, SQL",Remote,687297,Wheelchair Access,Bangalore
346,Project Manager,Cognitive Impairment,"Adobe Photoshop, Illustrator",On-site,302336,Voice-to-Text Software,Mumbai
347,Customer Support,Chronic Pain Condition,"Networking, Security",Hybrid,1368640,Voice-to-Text Software,Pune
348,Teacher,Visual Impairment,"Excel, Power BI",Remote,465101,Flexible Hours,Ahmedabad
349,Data Analyst,Mental Health Condition,"Recruitment, Employee Relations",Hybrid,970104,Braille Support,Delhi
350,HR Executive,Cognitive Impairment,"Agile, Scrum",On-site,380996,Assistive Technology,Chennai
351,Customer Support,Autism Spectrum Disorder,"SEO, Social Media Marketing",Remote,1219886,Braille Support,Mumbai
352,Cybersecurity Analyst,Visual Impairment,"Teaching, Curriculum Planning",Remote,876020,Braille Support,Delhi
353,Content Writer,Attention Deficit Hyperactivity Disorder,"Recruitment, Employee Relations",On-site,1356559,Assistive Technology,Jaipur
354,Software Engineer,Speech Impairment,"SEO, Social Media Marketing",Hybrid,920634,Voice-to-Text Software,Ahmedabad
355,Content Writer,Mental Health Condition,"Communication, Problem-Solving",On-site,898219,Wheelchair Access,Hyderabad
356,Customer Support,Chronic Pain Condition,"Excel, Power BI",Remote,500668,Assistive Technology,Hyderabad
357,Software Engineer,Hearing Impairment,"Recruitment, Employee Relations",Hybrid,1036747,Quiet Workspace,Ahmedabad
358,Marketing Manager,Speech Impairment,"Networking, Security",Hybrid,1099653,Braille Support,Ahmedabad
359,Data Analyst,Mental Health Condition,"Writing, Editing",Remote,718866,Sign Language Interpreter,Kolkata
360,Content Writer,Motor Coordination Disorder,"Writing, Editing",On-site,503697,Quiet Workspace,Delhi
361,Data Analyst,Hearing Impairment,"Teaching, Curriculum Planning",On-site,1483673,Sign Language Interpreter,Mumbai
362,Marketing Manager,Cognitive Impairment,"Agile, Scrum",On-site,759925,Assistive Technology,Jaipur
363,Marketing Manager,Cognitive Impairment,"Agile, Scrum",Remote,700215,Flexible Hours,Hyderabad
364,Content Writer,Physical Disability,"Recruitment, Employee Relations",On-site,384810,Flexible Hours,Chennai
365,Software Engineer,Speech Impairment,"SEO, Social Media Marketing",Remote,1397084,Flexible Hours,Chennai
366,Customer Support,Hearing Impairment,"Communication, Problem-Solving",Hybrid,629389,Voice-to-Text Software,Hyderabad
367,HR Executive,Visual Impairment,"Networking, Security",Hybrid,1123700,Voice-to-Text Software,Bangalore
368,Teacher,Chronic Illness,"SEO, Social Media Marketing",On-site,742024,Sign Language Interpreter,Ahmedabad
369,Content Writer,Learning Disability,"SEO, Social Media Marketing",Remote,1177245,Wheelchair Access,Delhi
370,Teacher,Motor Coordination Disorder,"SEO, Social Media Marketing",On-site,1162981,Sign Language Interpreter,Mumbai
371,Teacher,Chronic Illness,"Agile, Scrum",Hybrid,755529,Sign Language Interpreter,Pune
372,Graphic Designer,Physical Disability,"Excel, Power BI",Remote,923242,Wheelchair Access,Mumbai
373,Software Engineer,Mental Health Condition,"Communication, Problem-Solving",Hybrid,998302,Remote Work Possible,Hyderabad
374,Software Engineer,Learning Disability,"Agile, Scrum",On-site,1430358,Braille Support,Lucknow
375,Project Manager,Speech Impairment,"SEO, Social Media Marketing",Hybrid,1235602,Braille Support,Hyderabad
376,Project Manager,Mental Health Condition,"Writing, Editing",Remote,716070,Assistive Technology,Mumbai
377,Cybersecurity Analyst,Cognitive Impairment,"Excel, Power BI",Remote,763784,Wheelchair Access,Jaipur
378,Cybersecurity Analyst,Learning Disability,"SEO, Social Media Marketing",Hybrid,1309208,Remote Work Possible,Delhi
379,HR Executive,Motor Coordination Disorder,"Excel, Power BI",On-site,681343,Wheelchair Access,Ahmedabad
380,HR Executive,Mental Health Condition,"Python, SQL",Hybrid,892223,Wheelchair Access,Bangalore
381,Cybersecurity Analyst,Mental Health Condition,"Teaching, Curriculum Planning",Hybrid,628680,Flexible Hours,Jaipur
382,Data Analyst,Chronic Illness,"Networking, Security",Remote,1094541,Voice-to-Text Software,Lucknow
383,Cybersecurity Analyst,Chronic Illness,"SEO, Social Media Marketing",Remote,1181082,Sign Language Interpreter,Chennai
384,Project Manager,Attention Deficit Hyperactivity Disorder,"SEO, Social Media Marketing",Hybrid,889417,Wheelchair Access,Ahmedabad
385,Content Writer,Visual Impairment,"Adobe Photoshop, Illustrator",Hybrid,690020,Voice-to-Text Software,Bangalore
386,Project Manager,Physical Disability,"Networking, Security",Remote,1003137,Braille Support,Hyderabad
387,Marketing Manager,Physical Disability,"Python, SQL",On-site,483395,Voice-to-Text Software,Ahmedabad
388,Cybersecurity Analyst,Mental Health Condition,"Agile, Scrum",Hybrid,733108,Flexible Hours,Bangalore
389,Cybersecurity Analyst,Autism Spectrum Disorder,"Adobe Photoshop, Illustrator",On-site,686213,Sign Language Interpreter,Lucknow
390,Marketing Manager,Chronic Illness,"Teaching, Curriculum Planning",On-site,591079,Remote Work Possible,Lucknow
391,Marketing Manager,Hearing Impairment,"Teaching, Curriculum Planning",Hybrid,621597,Sign Language Interpreter,Chennai
392,Cybersecurity Analyst,Neurological Disorder,"SEO, Social Media Marketing",Remote,891158,Quiet Workspace,Kolkata
393,Content Writer,Chronic Pain Condition,"SEO, Social Media Marketing",Hybrid,423382,Wheelchair Access,Delhi
394,Software Engineer,Visual Impairment,"Excel, Power BI",Hybrid,1091356,Quiet Workspace,Mumbai
395,Project Manager,Chronic Pain Condition,"Recruitment, Employee Relations",On-site,808808,Sign Language Interpreter,Delhi
396,Graphic Designer,Chronic Illness,"Agile, Scrum",Remote,640676,Sign Language Interpreter,Lucknow
397,Data Analyst,Motor Coordination Disorder,"Teaching, Curriculum Planning",On-site,1088273,Wheelchair Access,Ahmedabad
398,Graphic Designer,Chronic Pain Condition,"Writing, Editing",On-site,302509,Flexible Hours,Chennai
399,Teacher,Learning Disability,"Teaching, Curriculum Planning",Remote,1464191,Sign Language Interpreter,Pune
400,HR Executive,Physical Disability,"Python, SQL",On-site,952726,Voice-to-Text Software,Hyderabad
401,Graphic Designer,Mental Health Condition,"Networking, Security",On-site,1169341,Assistive Technology,Mumbai
402,Marketing Manager,Speech Impairment,"Agile, Scrum",On-site,483568,Sign Language Interpreter,Lucknow
403,HR Executive,Neurological Disorder,"SEO, Social Media Marketing",On-site,613745,Flexible Hours,Pune
404,Teacher,Autism Spectrum Disorder,"Teaching, Curriculum Planning",On-site,907240,Sign Language Interpreter,Bangalore
405,Teacher,Autism Spectrum Disorder,"Adobe Photoshop, Illustrator",On-site,901325,Remote Work Possible,Kolkata
406,HR Executive,Attention Deficit Hyperactivity Disorder,"Teaching, Curriculum Planning",On-site,956843,Sign Language Interpreter,Jaipur
407,Graphic Designer,Cognitive Impairment,"Adobe Photoshop, Illustrator",On-site,941949,Assistive Technology,Bangalore
408,Customer Support,Speech Impairment,"Communication, Problem-Solving",On-site,301246,Flexible Hours,Jaipur
409,Customer Support,Visual Impairment,"Excel, Power BI",Hybrid,585734,Sign Language Interpreter,Hyderabad
410,Teacher,Autism Spectrum Disorder,"Excel, Power BI",On-site,1191813,Sign Language Interpreter,Ahmedabad
